numar angajati,capital social,an infiintare,numar produse,domeniu de activitate,tara,clienti,parteneri,venit
115.0,404324.1620385498,2017.0,90.0,Educatie,Germania,484.0,1.0,1005684.2220842864
81.0,254455.4403804448,1989.0,66.0,IT,Spania,887.0,4.0,1408650.738313867
117.0,333611.2487552711,2006.0,11.0,Educatie,Franta,185.0,1.0,737457.5805218336
127.0,161772.6239344434,2014.0,67.0,Educatie,Spania,245.0,8.0,597352.4488475495
108.0,367457.3736275688,1987.0,63.0,IT,Germania,182.0,5.0,962593.0302206768
137.0,242420.6001665018,1986.0,80.0,Agricultura,Italia,135.0,2.0,615081.8880799209
84.0,249145.48166663552,1978.0,82.0,Agricultura,Italia,525.0,12.0,670149.8311999851
75.0,342195.0460595968,1983.0,86.0,Educatie,Franta,856.0,17.0,1033224.1019448644
64.0,471326.279661017,2018.0,41.0,IT,Franta,840.0,7.0,1680243.1226694917
129.0,78802.85597387941,1998.0,50.11865284974093,Agricultura,Spania,373.0,11.0,572793.2566285069
113.0,421134.4568061534,2000.0,27.0,Financiar,Franta,229.0,4.0,1171283.6160011997
98.0,181572.3996854869,1973.0,99.0,Retail,Spania,565.0,5.0,956057.7837924212
105.0,249763.75452787,1987.0,18.0,Retail,Franta,687.0,6.0,1290715.7285317385
77.0,59860.997948754026,1989.0,2.0,Retail,Spania,224.0,11.0,554308.2586461776
148.0,185470.73502544087,2016.0,15.0,Educatie,Franta,812.0,1.0,1114700.379989883
102.0,276184.0591835587,2012.0,77.0,Retail,Germania,70.0,10.0,843514.6097141892
102.0,75279.23480634755,2013.0,45.0,Retail,Spania,154.0,11.0,585604.2949721895
114.0,270993.0782224243,1978.0,45.0,Financiar,Germania,627.0,17.0,1556093.701182406
109.0,467199.78298629227,1982.0,95.0,Agricultura,Germania,492.0,8.0,960511.8784723236
104.0,97426.94814851234,1984.0,92.0,Financiar,Germania,824.0,13.0,1504618.522815146
84.0,270572.452888099,1996.0,31.0,Educatie,Germania,98.0,18.0,686698.9464094054
109.0,234351.9740191967,1984.0,21.0,Retail,Romania,577.0,16.0,947611.184411518
137.0,344828.17153595213,1996.1912908242614,84.0,Agricultura,Italia,194.0,2.0,681997.522337257
126.0,167106.4690933532,2006.0,90.0,Retail,Romania,389.0,5.0,816063.8814560119
131.0,121771.51814361125,1988.0,54.0,Retail,Franta,811.0,18.0,1426441.7841520167
89.0,122208.1764220519,1995.0,63.0,Educatie,Franta,904.0,3.0,951331.7832069003
80.0,81721.3755394151,2021.0,26.0,Retail,Italia,403.0,17.0,724839.3903883788
97.0,133541.01720555936,1995.0,80.0,IT,Germania,124.0,16.0,838386.9154850034
101.0,348898.72324503574,1994.0,63.0,Agricultura,Italia,851.0,6.0,902351.3871576173
121.0,446760.7753295786,1995.0,50.0,Agricultura,Germania,978.0,19.0,1259306.034184564
66.0,416356.5585160228,1995.0,6.0,IT,Romania,843.0,7.0,1297017.418887017
130.0,358310.4394435178,2015.0,91.0,Educatie,Franta,627.0,18.0,1065466.607074458
96.0,99694.3385349962,1997.0,61.0,Retail,Romania,686.0,14.0,867416.6031209977
91.0,180134.35083317742,2018.0,20.0,Retail,Romania,368.0,6.0,672080.6104999065
79.0,189413.09389511103,1996.1912908242614,61.0,Agricultura,Romania,136.0,8.0,356565.23755804443
66.0,162480.62587892957,2001.0,68.0,Educatie,Italia,602.0,15.0,668779.537974622
116.0,281752.5468693754,2022.0,53.0,Educatie,Italia,747.0,15.0,950806.3753094628
101.0,290999.2166958527,1972.0,72.0,Retail,Franta,915.0,15.0,1139579.5417670738
74.0,210598.6888269996,1971.0,58.0,Retail,Franta,941.0,16.0,1353766.9772850596
74.0,209205.1214313962,2002.0,94.0,Educatie,Franta,896.0,1.0,934364.996037367
93.0,422850.0190577366,2011.0,6.0,IT,Romania,827.0,11.0,1393387.5142933023
133.0,405181.7817438585,1988.0,50.11865284974093,Financiar,Italia,832.0,5.0,1652961.78976021
94.0,188508.12425633555,1986.0,50.11865284974093,Educatie,Germania,91.0,5.0,586850.1182814913
69.0,461204.7997429667,2013.0,69.0,Financiar,Romania,142.0,6.0,684583.1198329284
95.0,478766.7576511277,2002.0,64.0,Retail,Spania,746.0,2.0,1217546.060049744
94.0,197034.1439135184,1981.0,89.0,Educatie,Romania,776.0,6.0,736665.3647610833
46.0,270572.452888099,2018.0,73.0,Agricultura,Italia,556.0,14.0,520075.78893929976
98.0,277535.3690398815,1972.0,51.0,Retail,Spania,578.0,11.0,1037213.343566322
95.0,473504.36564015306,2012.0,99.0,IT,Romania,314.0,4.0,1043628.2742301148
113.0,444343.7449140402,2018.0,27.0,IT,Italia,533.8480947476828,9.0,1646409.3704226362
136.0,96155.5831626154,1995.0,83.0,Financiar,Italia,341.0,3.0,1028941.3548668402
122.0,226728.8344721373,2004.0,43.0,Financiar,Germania,513.0,16.0,1406613.2393696448
94.0,299017.03538739734,1977.0,65.0,Agricultura,Romania,853.0,11.0,733606.8141549589
77.0,276409.612648193,2021.0,72.0,Agricultura,Italia,609.0,4.0,654436.6140711327
151.0,137238.3805716017,2005.0,63.0,Retail,Franta,868.0,1.0,1904407.421057312
101.0,436467.5470256696,2022.0,14.0,Educatie,Italia,146.0,16.0,662292.4753938616
100.0,354623.3523485768,2023.0,44.0,IT,Germania,936.0,19.0,2029254.519966005
99.0,427058.7686833116,1976.0,56.0,IT,Italia,144.0,16.0,1165552.8918149804
100.40596094552929,270572.452888099,2015.0,85.0,Agricultura,Romania,375.0,10.188308329022245,588577.570282905
97.0,386760.1341495829,2015.0,44.0,Financiar,Germania,123.0,8.0,733044.0871972289
88.0,247644.7705623728,2005.0,50.11865284974093,Agricultura,Spania,385.0,1.0,529163.6990474442
89.0,324746.039756941,1985.0,44.0,Agricultura,Romania,117.0,9.0,429498.41590277647
99.0,122164.43275388442,1993.0,55.0,Agricultura,Spania,807.0,12.0,708912.3504117092
89.0,353140.4378637085,2023.0,79.0,IT,Franta,967.0,8.0,1827286.926917116
85.0,130663.96508267634,1970.0,58.0,Educatie,Germania,126.0,17.0,573718.2980020861
102.0,362277.3157295706,2018.0,96.0,IT,Franta,257.0,10.0,1233645.3828363314
94.0,153319.1723392859,1996.1912908242614,66.0,Retail,Spania,933.0,7.0,1139370.6537439288
130.0,102898.085067599,1979.0,52.0,Agricultura,Italia,815.0,19.0,877391.0808324476
46.0,124378.02056433084,2023.0,3.0,Agricultura,Italia,270.0,6.0,329461.44987087883
121.0,50896.46084858162,1985.0,41.0,Retail,Germania,311.0,19.0,940599.2394618936
124.0,373432.8280340886,1985.0,30.0,Agricultura,Italia,459.0,18.0,812367.7574563625
58.0,379580.4720762706,1977.0,75.0,Agricultura,Spania,380.0,15.0,542775.4077135592
93.0,281720.0074609668,1998.0,21.0,Agricultura,Germania,393.0,2.0,722803.2041781413
92.0,122613.26047492266,2008.0,21.0,Retail,Romania,820.0,14.0,933967.9562849536
71.0,87599.4518798104,1997.0,19.0,IT,Germania,869.0,10.0,1203344.5478008438
84.0,58608.03489677915,1975.0,13.0,Agricultura,Spania,123.0,16.0,359747.5353545828
77.0,124586.67963434932,1985.0,31.0,Educatie,Romania,686.0,7.0,614964.0058354572
135.0,450884.990742416,1989.0,88.0,Retail,Romania,749.0,8.0,1258730.9944454497
118.0,158691.5787657568,1985.0,77.0,Financiar,Germania,303.0,10.0,1155419.3366768386
125.0,209422.09724774703,1976.0,73.0,Retail,Germania,882.0,15.0,1654314.5616881074
114.0,97405.46801659992,2010.0,79.0,IT,Germania,869.0,8.0,1781225.7414174294
100.40596094552929,150062.58713667662,1983.0,27.0,Retail,Italia,796.0,13.0,1093005.062738407
89.0,283651.05685109226,2012.0,88.0,Financiar,Spania,811.0,12.0,1200235.5056485313
109.0,323488.7073930437,1995.0,14.0,Educatie,Romania,381.0,8.0,645519.9183268697
75.0,160408.54137479496,1995.0,34.0,Financiar,Spania,447.0,15.0,820397.1070829784
114.0,75979.47165130274,1983.0,59.0,Retail,Spania,533.8480947476828,12.0,832906.4512898598
95.0,225964.7911073294,1976.0,11.0,Financiar,Germania,633.0,11.0,1409557.9599076698
92.0,270572.452888099,2002.0,73.0,Retail,Germania,796.0,19.0,1333408.8742101542
114.0,148799.26545341086,1995.0,39.0,Educatie,Spania,885.0,14.0,893870.6363994385
100.40596094552929,481938.2612210549,2014.0,78.0,Educatie,Germania,717.0,18.0,1200111.1045692647
92.0,327335.21866657585,1989.0,49.0,IT,Italia,504.0,13.0,1333201.6967999183
123.0,300595.2994274432,1996.1912908242614,18.0,Educatie,Romania,955.0,4.0,948417.8847423496
78.0,237098.79658549489,2021.0,73.0,Agricultura,Spania,164.0,17.0,400883.47049761785
112.0,243024.95004356487,1973.0,25.0,Financiar,Romania,362.0,10.188308329022245,922366.2175283172
111.0,293407.2517271364,1995.0,49.0,Financiar,Italia,277.0,9.0,1025237.6563471664
93.0,363393.4131662482,1980.0,8.0,Retail,Germania,883.0,7.0,1603050.4670596484
106.0,365965.7432818232,1971.0,62.0,Educatie,Franta,907.0,1.0,1181094.9598198666
74.0,127262.25846745232,1983.0,66.0,IT,Italia,294.0,7.0,866936.0326207071
118.0,275050.73843448213,2013.0,38.0,IT,Franta,867.0,7.0,1840849.46997362
96.0,235381.1427653459,1999.0,95.0,IT,Romania,575.0,7.0,1089285.8570740095
89.0,441737.13482122286,2018.0,87.0,Agricultura,Spania,577.0,8.0,696404.3393213381
120.0,334138.5145482694,1981.0,71.0,Educatie,Germania,999.0,16.0,1369077.2641654096
85.0,289626.8298871918,1995.0,71.0,IT,Italia,476.0,3.0,1207464.1468984724
71.0,101927.5889805128,2013.0,25.0,Retail,Germania,91.0,13.0,374599.4498290871
68.0,322537.0501955352,2002.0,66.0,Financiar,Franta,514.0,10.0,1107403.8074152272
112.0,102741.75755610505,1996.1912908242614,20.0,Retail,Franta,671.0,18.0,1222838.570893762
74.0,201742.95900458845,1983.0,15.0,Educatie,Spania,327.0,7.0,530017.7647072714
135.0,114278.88416644934,1993.0,99.0,Educatie,Franta,885.0,5.0,1101718.1472373728
58.0,361433.141160966,2003.0,62.0,Financiar,Spania,68.0,7.0,597334.6959300908
133.0,142813.45122626866,2013.0,43.0,Educatie,Italia,115.0,17.0,601459.263662185
104.0,226336.7179346117,1995.0,29.0,Educatie,Spania,216.0,4.0,561496.6753776328
98.0,453053.6499284504,1990.0,60.0,Retail,Franta,634.0,16.0,1039576.3852081436
89.0,141942.37252953663,1997.0,5.0,Educatie,Romania,452.0,19.0,549874.0676382914
107.0,278512.2787814506,2017.0,10.0,Agricultura,Spania,961.0,10.0,843705.4026638384
99.0,238672.2475247099,2005.0,4.0,Agricultura,Germania,871.0,3.0,979816.4586138376
122.0,58155.81847057838,2009.0,50.0,Retail,Romania,458.0,3.0,771693.491082347
102.0,406741.1511077657,1971.0,60.0,Educatie,Spania,161.0,17.0,654261.8697983441
103.0,81070.65784156988,2011.0,7.0,Financiar,Germania,323.0,10.0,973764.2986358284
92.0,263414.75943962915,1978.0,72.0,IT,Romania,456.0,17.0,1049561.069579722
98.0,302305.23272252746,1992.0,23.0,Retail,Spania,422.0,17.0,932121.4535968682
106.0,332791.9054765642,1984.0,68.0,IT,Italia,646.0,4.0,1534312.7149289076
65.0,359884.233188544,1996.1912908242614,98.0,IT,Germania,700.0,6.0,1625278.4448479712
73.0,163972.5725852218,1992.0,69.0,Educatie,Italia,88.0,12.0,421185.1891960198
114.0,54490.449496302215,1986.0,88.0,Retail,Franta,154.0,17.0,848794.4298243754
103.0,270572.452888099,2017.0,94.0,IT,Spania,373.0,17.0,1168653.459649261
96.0,291045.4697064104,1996.1912908242614,49.0,IT,Spania,842.0,10.0,1515562.5125077886
100.0,426252.966443262,1989.0,70.0,Retail,Germania,463.0,7.0,1323212.49181234
106.0,419624.7633053124,1989.0,85.0,Financiar,Spania,478.0,16.0,1170901.7057632986
89.0,429496.7755045474,2015.0,36.0,Financiar,Franta,684.0,13.0,1431004.7753013426
84.0,268292.59699079307,1972.0,26.0,IT,Spania,779.0,3.0,1372216.3925174044
103.0,200132.77812658955,1981.0,94.0,Financiar,Romania,938.0,2.0,1201286.3057822832
80.0,406201.1911661165,2009.0,72.0,Retail,Italia,110.0,16.0,763344.8576396038
108.0,253082.35086316476,1971.0,22.0,Retail,Franta,661.0,6.0,1312024.2336732685
65.0,132548.98838154553,2005.0,45.0,Retail,Franta,356.0,6.0,725828.2109376055
100.40596094552929,434738.30880266347,1983.0,79.0,Educatie,Italia,403.0,13.0,900578.6867534382
109.0,447151.9445475563,1985.0,55.0,IT,Italia,442.0,7.0,1473436.7500928007
105.0,259839.39026307652,1988.0,65.0,Retail,Franta,253.0,5.0,1036679.2847722996
119.0,84064.87728940437,2003.0,75.0,Retail,Germania,307.0,7.0,837406.7116483712
133.0,224521.74046261903,2013.0,62.0,Retail,Germania,535.0,2.0,1664797.82748575
120.0,411591.9467581715,2015.0,50.11865284974093,IT,Italia,566.0,17.0,1576432.7520823544
63.0,455798.3128458029,1975.0,75.0,Educatie,Romania,495.0,13.0,654659.2407806113
74.0,141562.7341239181,1982.0,73.0,Financiar,Romania,758.0,16.0,950015.7771805468
87.0,80138.12541137218,2005.0,63.0,Financiar,Germania,229.0,2.0,796375.6941243486
100.0,444807.7039097774,1991.0,36.0,Retail,Italia,391.0,5.0,1089941.5468150396
110.0,225232.22254049388,1987.0,41.0,Retail,Romania,182.0,18.0,707539.3335242963
85.0,293792.4339204035,1981.0,97.0,IT,Germania,492.0,7.0,1153178.757984333
103.0,485629.6154228415,2021.0,12.0,Financiar,Germania,885.0,11.0,1574531.1000298164
84.0,79954.12756140028,2023.0,27.0,Financiar,Germania,302.0,11.0,829878.2560808744
87.0,341743.103353443,1999.0,49.0,Retail,Italia,314.0,17.0,909895.0344144788
71.0,83347.44015869018,2022.0,83.0,Agricultura,Franta,142.0,16.0,358460.66888251895
81.0,218961.0178099252,2020.0,17.0,IT,Franta,711.0,13.0,1415661.992364677
72.0,411716.54533705104,2009.0,28.0,Financiar,Romania,460.0,5.0,874715.7544690833
80.0,245062.50474003548,1976.0,7.0,Educatie,Franta,187.0,16.0,609606.5652729209
121.0,498732.0592563277,2001.0,70.0,Educatie,Germania,257.0,16.0,983891.1973314864
81.0,301576.67822597094,2017.0,24.0,Agricultura,Romania,686.0,16.0,608630.6712903883
100.40596094552929,194522.96868617908,1988.0,39.0,Retail,Germania,795.0,14.0,1682959.29369639
109.0,149050.0966571389,1975.0,44.0,Retail,Germania,622.0,6.0,1291122.0811919966
103.0,207734.2404287728,1989.0,89.0,Retail,Franta,356.0,2.0,981032.7075344428
82.0,217639.97319179785,1996.0,41.0,Educatie,Franta,315.0,14.0,649724.3843172018
114.0,80921.15497578244,2022.0,15.0,Retail,Germania,695.0,16.0,1258253.770179657
100.40596094552929,216308.38974204796,2012.0,52.0,Educatie,Franta,367.0,13.0,680535.4079990982
102.0,258907.3338826512,2006.0,96.0,Agricultura,Franta,162.0,15.0,572471.8136189787
151.0,375231.9885074621,2017.0,61.0,IT,Franta,950.0,12.0,2214451.1887947754
98.0,345528.2681247236,1976.0,98.0,Financiar,Italia,427.0,9.0,1151692.0491372845
122.0,368944.5448531194,1974.0,84.0,Agricultura,Germania,503.0,18.0,975488.945117747
85.0,53763.6568445857,1980.0,4.0,Educatie,Spania,240.0,14.0,456273.01013807
99.0,147950.32981124122,1984.0,66.0,Agricultura,Germania,940.0,4.0,992292.184694295
135.0,347757.9297799354,1972.0,29.0,Financiar,Romania,489.0,8.0,1149692.654356958
87.0,267795.2156808862,1974.0,56.0,IT,Franta,533.8480947476828,8.0,1115200.335288864
136.0,52391.06405075568,1992.0,28.0,Financiar,Franta,880.0,16.0,1560200.4491228885
114.0,412022.5890943201,2022.0,35.0,Educatie,Spania,416.0,10.0,761321.1816016885
88.0,397764.3079806519,2006.0,92.0,Financiar,Romania,138.0,17.0,738246.8001874238
112.0,296788.6233471032,1996.1912908242614,21.0,Agricultura,Italia,236.0,1.0,624378.5392066095
119.0,79908.49659932245,1984.0,87.0,Retail,Germania,868.0,18.0,1495123.1371434308
112.0,394931.7722896631,1972.0,4.0,Agricultura,Italia,533.8480947476828,10.0,1050207.2506990384
68.0,312671.1144791138,1998.0,9.0,Educatie,Romania,181.0,4.0,433652.0015156013
85.0,401881.9897210816,1975.0,85.0,IT,Spania,921.0,1.0,1596277.6415198925
95.0,388286.1465781282,1986.0,63.0,Financiar,Romania,684.0,4.0,1123385.9952757834
98.0,411350.9323810267,1995.0,74.0,IT,Spania,609.0,4.0,1382989.5192143472
112.0,283103.6298820812,1990.0,21.0,Educatie,Italia,849.0,4.0,1016335.9601363236
103.0,113146.03318708176,1977.0,54.0,Financiar,Italia,425.0,17.0,1003193.9058859238
73.0,352020.8630208599,1990.0,73.0,Agricultura,Romania,740.0,9.0,647208.345208344
107.0,329213.20327338675,1980.0,63.0,Retail,Romania,741.0,19.0,736085.2813093547
112.0,384013.9342395892,2007.0,47.0,Educatie,Franta,148.0,13.0,740618.1515301596
111.0,126446.45272283089,1977.0,96.0,Financiar,Spania,891.0,4.0,1278024.2136968242
121.0,137738.83995513016,2011.0,67.0,Agricultura,Franta,83.0,5.0,512064.1967766677
116.0,450684.2827486978,1993.0,90.0,Educatie,Germania,981.0,13.0,1397141.0981316797
109.0,387490.00930343184,2004.0,73.0,Educatie,Germania,631.0,16.0,1100288.7058611622
98.0,458702.8199151453,1996.1912908242614,73.0,IT,Romania,220.0,5.0,1020527.1149363588
66.0,391421.8945237643,1983.0,8.0,Agricultura,Italia,415.0,8.0,625162.5093714069
108.0,318719.88769563584,1979.0,36.0,Financiar,Germania,833.0,16.0,1750585.0978030283
104.0,344359.73166254314,1981.0,85.0,Agricultura,Germania,108.0,10.188308329022245,653161.4497310241
105.0,450107.5657730045,2007.0,24.0,Agricultura,Franta,230.0,6.0,706215.9342019624
74.0,310463.03953037324,2013.0,12.0,Agricultura,Franta,68.0,11.0,451600.7805557941
78.0,334576.0959477744,2015.0,33.0,Educatie,Germania,533.8480947476828,10.188308329022245,711632.9404470978
121.0,120414.52220162026,2003.0,22.0,Retail,Romania,522.0,5.0,853448.7133209722
99.0,263264.54905224626,2010.0,92.0,Retail,Franta,144.0,16.0,829346.3482607522
113.0,372378.7003811445,1979.0,86.0,IT,Germania,930.0,7.0,2190697.635400201
100.0,171924.21424236445,1986.0,50.0,Agricultura,Italia,346.0,19.0,592283.622836335
100.0,141014.38123604073,1996.1912908242614,50.11865284974093,Retail,Franta,642.0,1.0,1141151.2173641117
118.0,191222.063700987,1972.0,71.0,IT,Germania,224.0,9.0,1309583.1668860363
89.0,158675.28259677504,2000.0,62.0,Educatie,Spania,271.0,18.0,519589.2648854037
101.0,146710.6866663781,2020.0,97.0,Agricultura,Germania,664.0,13.0,755409.5570665167
90.0,241182.87929063916,1970.0,56.0,Financiar,Spania,103.0,15.0,732290.758692807
91.0,458527.3312475904,1981.0,34.0,Educatie,Franta,744.0,3.0,1077878.4887798403
93.0,278176.8410324232,2008.0,52.0,IT,Franta,912.0,10.0,1757122.4200066123
104.0,134564.17136689537,1973.0,97.0,Educatie,Spania,452.0,9.0,659619.2648266132
90.0,84637.25122139334,2011.0,69.0,Financiar,Romania,367.0,10.188308329022245,679664.2132939057
125.0,363270.2653120664,1982.0,67.0,Educatie,Germania,916.0,16.0,1352780.2671466016
82.0,222259.44399637447,2003.0,24.0,IT,Romania,398.0,3.0,871694.5829972809
96.0,419823.9259634117,2011.0,74.0,Financiar,Romania,492.0,15.0,1004785.5518762176
100.40596094552929,346779.8458883466,1990.0,75.0,Financiar,Germania,882.0,17.0,1709689.6597583955
128.0,408308.6527436159,1991.0,32.0,Educatie,Italia,629.0,14.0,1026706.6724815526
103.0,172375.71773830193,1973.0,48.0,Financiar,Romania,589.0,7.0,973294.2165298962
120.0,361561.51510747615,1987.0,30.0,Educatie,Romania,835.0,16.0,911052.6817983644
70.0,168827.89311217345,1974.0,26.0,Agricultura,Romania,331.0,8.0,415131.1572448694
105.0,472580.8157526312,1988.0,3.0,Financiar,Italia,409.0,4.0,1242993.0362870523
117.0,336368.42669001844,1971.0,29.0,Educatie,Franta,964.0,15.0,1252115.529613661
101.0,196030.31007890397,1981.0,55.0,Agricultura,Spania,872.0,5.0,779693.3364347179
121.0,171280.3380315227,1986.0,1.0,Financiar,Spania,680.0,13.0,1202115.4416925388
89.0,135916.96328223957,1979.0,29.0,Agricultura,Italia,941.0,6.0,823160.142375475
128.0,362588.4315021775,2003.0,50.11865284974093,Financiar,Romania,695.0,5.0,1221732.4804764153
145.0,148422.0258490673,1975.0,59.0,IT,Spania,690.0,17.0,1519998.1713254806
92.0,317886.4696673701,1977.0,61.0,IT,Italia,57.0,7.0,933197.8227006332
91.0,270572.452888099,2020.0,40.0,Educatie,Germania,612.0,6.0,849924.0301333388
129.0,347886.02515724086,1980.0,67.0,Retail,Spania,540.0,2.0,1158884.776603779
131.0,416722.87784324266,1981.0,19.0,IT,Germania,390.0,11.0,1787859.0217354049
89.0,400111.3594150939,1978.0,82.0,Retail,Romania,521.0,7.0,937866.8156490565
91.0,392383.09891885176,1971.0,12.0,Retail,Spania,842.0,8.0,837928.5635242949
94.0,134475.08256151344,1977.0,65.0,Agricultura,Italia,736.0,5.0,739428.0396295264
73.0,89773.22614303342,1980.0,34.0,Retail,Franta,744.0,18.0,1090263.116391566
81.0,364526.97281932354,2022.0,75.0,Educatie,Spania,753.0,16.0,812555.8515455653
79.0,215756.24620745808,2005.0,55.0,Financiar,Spania,298.0,14.0,754865.7160383326
84.0,244555.80188150628,1979.0,45.0,Retail,Spania,284.0,12.0,758046.8292417943
99.0,64017.09175702598,1990.0,17.0,Retail,Spania,132.0,17.0,590051.2805596371
104.0,166809.40217377213,1989.0,64.0,Retail,Italia,142.0,5.0,730662.7695651159
131.0,65154.38174350881,2017.0,97.0,Retail,Italia,934.0,14.0,1316991.1548553263
80.0,445633.5976705615,1977.0,82.0,Retail,Franta,443.0,6.0,1151774.206183038
119.0,159528.50744833873,2005.0,6.0,Educatie,Italia,873.0,15.0,980925.3940221028
95.0,300801.7263078536,1998.0,38.0,IT,Italia,317.0,7.0,1130221.553677068
99.0,67540.69429750869,2011.0,92.0,Financiar,Romania,466.0,14.0,769301.4512933807
113.0,350081.3260875461,1981.0,50.0,IT,Romania,681.0,18.0,1374810.9945656597
77.0,195362.30558934223,1983.0,66.0,Retail,Germania,632.0,1.0,1155304.336695047
107.0,454063.6341309496,2017.0,91.0,IT,Franta,578.0,6.0,1659512.043277676
103.0,449653.1850203161,2023.0,87.0,Educatie,Romania,302.0,3.0,620843.9332591423
109.0,196380.7782627865,2019.0,50.0,Agricultura,Franta,171.0,10.188308329022245,542558.004696649
105.0,455432.4030607105,1990.0,44.0,IT,Franta,941.0,12.0,2067421.592984193
149.0,498270.9530744505,1991.0,34.0,Financiar,Spania,59.0,11.0,1102008.7314482322
87.0,421437.0488557766,1990.0,72.0,Retail,Franta,848.0,13.0,1104150.6735806295
89.0,430192.10648985306,2013.0,29.0,Agricultura,Spania,365.0,16.0,609484.5268555355
87.0,162053.93124909047,2019.0,25.0,Educatie,Germania,887.0,18.0,1020003.976686927
88.0,309516.07948599034,1999.0,36.0,Retail,Germania,322.0,17.0,1046233.506768232
87.0,80265.16128531554,2008.0,18.0,Agricultura,Germania,355.0,17.0,574148.4903197767
123.0,92713.07156975137,1989.0,69.0,Financiar,Spania,854.0,11.0,1271779.8461723726
128.0,499501.6754149808,1993.0,50.11865284974093,Agricultura,Germania,259.0,10.0,708620.7371825916
88.0,196987.6622416599,1992.0,48.0,Financiar,Germania,779.0,16.0,1457808.7726399107
83.0,386682.76042198087,1976.0,39.0,Retail,Spania,802.0,2.0,1180530.6218785073
109.0,412999.2738620674,1978.0,90.0,Financiar,Italia,935.0,17.0,1661399.4336124123
88.0,436110.4719532532,1970.0,3.0,Educatie,Italia,513.0,10.0,867839.6548547567
112.0,498932.7338309704,1995.0,77.0,IT,Spania,761.0,13.0,1664794.5054105506
104.0,158673.41836559054,2007.0,90.0,Educatie,Spania,777.0,12.0,801738.3420909673
69.0,68157.87208686487,2007.0,45.0,Educatie,Romania,766.0,15.0,591371.0424390893
130.0,235036.18309756368,2023.0,55.0,Agricultura,Germania,974.0,7.0,802814.4732390256
135.0,108536.30142302612,2013.0,94.0,Retail,Franta,465.0,13.0,1118158.3151099605
87.0,60091.65012292481,1991.0,22.0,IT,Franta,265.0,12.0,915614.3588698518
92.0,212192.07221366875,2013.0,52.0,Financiar,Franta,129.0,12.0,795307.3010205502
105.0,402682.2129838564,1979.0,47.0,Agricultura,Germania,828.0,2.0,1095742.0392709596
106.0,304781.31105128187,1975.0,26.0,Retail,Italia,529.0,5.0,1137442.5439569228
113.0,190750.0951446593,1986.0,82.0,IT,Germania,951.0,2.0,1996837.599901892
140.0,344453.90247172385,2020.0,90.0,Educatie,Spania,940.0,13.0,1069424.6817235034
96.0,154408.18113896484,2019.0,78.0,Retail,Romania,596.0,3.0,806644.9086833788
84.0,56471.65073243826,2007.0,20.0,Retail,Spania,850.0,11.0,969191.2894834091
72.0,393959.0238963923,1993.0,9.0,Retail,Spania,67.0,16.0,652712.955771619
85.0,330684.3881888041,2020.0,60.0,Educatie,Romania,214.0,1.0,480007.9746849618
99.0,393036.181025432,1979.0,6.0,Financiar,Spania,574.0,19.0,1209090.869433184
135.0,67522.10750944953,1977.0,67.0,Agricultura,Franta,251.0,11.0,648191.4959049139
89.0,426703.8325237935,1990.0,53.0,Financiar,Romania,790.0,9.0,1195157.4911404655
104.0,328786.7900163365,1975.0,66.0,IT,Spania,395.0,14.0,1217524.1017634775
99.0,303527.9078206881,1990.0,59.0,Agricultura,Franta,533.8480947476828,9.0,728274.5120667579
123.0,331076.32165153924,2008.0,42.0,IT,Franta,497.0,10.188308329022245,1573724.413610251
150.0,438994.9610907639,1993.0,20.0,Educatie,Italia,562.0,16.0,1078377.2789890124
89.0,314121.4279515082,2002.0,31.0,Financiar,Franta,368.0,3.0,1071562.6066190246
90.0,311427.6709496808,1987.0,52.0,Retail,Germania,266.0,19.0,1034399.2435977316
120.0,495805.6206795946,1997.0,65.0,Agricultura,Romania,83.0,4.0,545122.2482718378
113.0,390528.5751808556,2021.0,78.0,Retail,Romania,920.0,7.0,1206317.1451085133
136.0,249032.21245301087,2001.0,76.0,IT,Romania,533.8480947476828,12.0,1089024.159339758
111.0,368328.6500148175,1981.0,97.0,Retail,Spania,689.0,18.0,1219236.9090097796
92.0,225153.7122613048,2017.0,29.0,Retail,Spania,773.0,5.0,1040261.4500924612
111.0,152993.95811757454,2011.0,8.0,Educatie,Germania,824.0,10.0,1065326.193614072
122.0,318583.34459949174,1996.0,35.0,Educatie,Franta,873.0,12.0,1173266.2565907028
116.0,467681.9441512782,1979.0,74.0,Financiar,Spania,129.0,8.0,1001487.590068164
110.0,468112.7840069583,2015.0,44.0,IT,Franta,726.0,19.0,1864309.9644067844
121.0,203857.37514747065,2021.0,81.0,Educatie,Franta,462.0,15.0,836466.5644612705
123.0,287454.8597997627,2011.0,55.0,Educatie,Spania,301.0,1.0,671445.1556008827
127.0,145236.15435643756,2001.0,50.11865284974093,Financiar,Spania,61.0,10.188308329022245,730898.8503648528
112.0,498033.9992744976,2011.0,94.0,Agricultura,Germania,450.0,18.0,943059.0395937186
96.0,491503.0585405711,1995.0,7.0,Retail,Italia,865.0,18.0,1582232.385661645
102.0,342279.0183683513,1994.0,46.0,Retail,Romania,773.0,2.0,1075967.4110210107
124.0,411986.32685486303,1980.0,61.0,Retail,Spania,331.0,5.0,1047410.9757242096
83.0,371795.072577665,1992.0,26.0,Educatie,Spania,161.0,1.0,543903.5609259444
107.0,316921.1985677607,2003.0,41.0,Retail,Franta,772.0,10.0,1050028.90116214
